ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2	source
contingentées	k§t5Z@te	contingenter	VER	VER	f	p	par:pas;	k_§|t_5|Z_@|t_e	c_on|t_in|g_en|t_é_es	0.0	0.0	synthetic
filoutée	filute	filouter	VER	VER	f	s	par:pas;	f_i|l_u|t_e	f_i|l_ou|t_é_e	0.0	0.0	synthetic
filoutées	filute	filouter	VER	VER	f	p	par:pas;	f_i|l_u|t_e	f_i|l_ou|t_é_es	0.0	0.0	synthetic
filoutâtes	filutat	filouter	VER	VER			ind:pas:2p;	f_i|l_u|t_a_t_#	f_i|l_ou|t_â_t_es	0.0	0.0	synthetic
filoute	filut	filouter	VER	VER			sub:pre:1s;	f_i|l_u|t_#	f_i|l_ou|t_e	0.0	0.0	synthetic
filoutes	filut	filouter	VER	VER			sub:pre:2s;	f_i|l_u|t_#	f_i|l_ou|t_es	0.0	0.0	synthetic
filoute	filut	filouter	VER	VER			sub:pre:3s;	f_i|l_u|t_#	f_i|l_ou|t_e	0.0	0.0	synthetic
filoutasse	filutas	filouter	VER	VER			sub:imp:1s;	f_i|l_u|t_a_s_#	f_i|l_ou|t_a_ss_e	0.0	0.0	synthetic
filoutasses	filutas	filouter	VER	VER			sub:imp:2s;	f_i|l_u|t_a_s_#	f_i|l_ou|t_a_ss_es	0.0	0.0	synthetic
filoutassions	filutasj§	filouter	VER	VER			sub:imp:1p;	f_i|l_u|t_a|s_j_§	f_i|l_ou|t_a|ss_i_ons	0.0	0.0	synthetic
filoutassent	filutas	filouter	VER	VER			sub:imp:3p;	f_i|l_u|t_a_s_#	f_i|l_ou|t_a_ss_ent	0.0	0.0	synthetic
transbahutées	tR@sbayte	transbahuter	VER	VER	f	p	par:pas;	t_R_@_s|b_a|y|t_e	t_r_an_s|b_a_h|u|t_é_es	0.0	0.0	synthetic
transbahutâtes	tR@sbaytat	transbahuter	VER	VER			ind:pas:2p;	t_R_@_s|b_a_#|y|t_a_t_#	t_r_an_s|b_a_h|u|t_â_t_es	0.0	0.0	synthetic
transbahute	tR@sbayt	transbahuter	VER	VER			sub:pre:1s;	t_R_@_s|b_a_#|y|t_#	t_r_an_s|b_a_h|u|t_e	0.0	0.0	synthetic
transbahutes	tR@sbayt	transbahuter	VER	VER			sub:pre:2s;	t_R_@_s|b_a_#|y|t_#	t_r_an_s|b_a_h|u|t_es	0.0	0.0	synthetic
transbahute	tR@sbayt	transbahuter	VER	VER			sub:pre:3s;	t_R_@_s|b_a_#|y|t_#	t_r_an_s|b_a_h|u|t_e	0.0	0.0	synthetic
transbahutasse	tR@sbaytas	transbahuter	VER	VER			sub:imp:1s;	t_R_@_s|b_a_#|y|t_a_s_#	t_r_an_s|b_a_h|u|t_a_ss_e	0.0	0.0	synthetic
transbahutasses	tR@sbaytas	transbahuter	VER	VER			sub:imp:2s;	t_R_@_s|b_a_#|y|t_a_s_#	t_r_an_s|b_a_h|u|t_a_ss_es	0.0	0.0	synthetic
transbahutassions	tR@sbaytasj§	transbahuter	VER	VER			sub:imp:1p;	t_R_@_s|b_a_#|y|t_a|s_j_§	t_r_an_s|b_a_h|u|t_a|ss_i_ons	0.0	0.0	synthetic
transbahutassent	tR@sbaytas	transbahuter	VER	VER			sub:imp:3p;	t_R_@_s|b_a_#|y|t_a_s_#	t_r_an_s|b_a_h|u|t_a_ss_ent	0.0	0.0	synthetic
anticipâtes	@tisipat	anticiper	VER	VER			ind:pas:2p;	@|t_i|s_i|p_a_t_#	an|t_i|c_i|p_â_t_es	0.0	0.0	synthetic
anticipe	@tisip	anticiper	VER	VER			sub:pre:1s;	@|t_i|s_i|p_#	an|t_i|c_i|p_e	0.0	0.0	synthetic
anticipes	@tisip	anticiper	VER	VER			sub:pre:2s;	@|t_i|s_i|p_#	an|t_i|c_i|p_es	0.0	0.0	synthetic
anticipe	@tisip	anticiper	VER	VER			sub:pre:3s;	@|t_i|s_i|p_#	an|t_i|c_i|p_e	0.0	0.0	synthetic
anticipasse	@tisipas	anticiper	VER	VER			sub:imp:1s;	@|t_i|s_i|p_a_s_#	an|t_i|c_i|p_a_ss_e	0.0	0.0	synthetic
anticipasses	@tisipas	anticiper	VER	VER			sub:imp:2s;	@|t_i|s_i|p_a_s_#	an|t_i|c_i|p_a_ss_es	0.0	0.0	synthetic
anticipassions	@tisipasj§	anticiper	VER	VER			sub:imp:1p;	@|t_i|s_i|p_a|s_j_§	an|t_i|c_i|p_a|ss_i_ons	0.0	0.0	synthetic
anticipassent	@tisipas	anticiper	VER	VER			sub:imp:3p;	@|t_i|s_i|p_a_s_#	an|t_i|c_i|p_a_ss_ent	0.0	0.0	synthetic
glorifiée	gloRifje	glorifier	VER	VER	f	s	par:pas;	g_l_o|R_i|f_j_e	g_l_o|r_i|f_i_é_e	0.0	0.0	synthetic
glorifiâtes	gloRifjat	glorifier	VER	VER			ind:pas:2p;	g_l_o|R_i|f_j_a_t_#	g_l_o|r_i|f_i_â_t_es	0.0	0.0	synthetic
glorifie	gloRifj	glorifier	VER	VER			sub:pre:1s;	g_l_o|R_i|f_j_#	g_l_o|r_i|f_i_e	0.0	0.0	synthetic
glorifies	gloRifj	glorifier	VER	VER			sub:pre:2s;	g_l_o|R_i|f_j_#	g_l_o|r_i|f_i_es	0.0	0.0	synthetic
glorifie	gloRifj	glorifier	VER	VER			sub:pre:3s;	g_l_o|R_i|f_j_#	g_l_o|r_i|f_i_e	0.0	0.0	synthetic
glorifiasse	gloRifjas	glorifier	VER	VER			sub:imp:1s;	g_l_o|R_i|f_j_a_s_#	g_l_o|r_i|f_i_a_ss_e	0.0	0.0	synthetic
glorifiasses	gloRifjas	glorifier	VER	VER			sub:imp:2s;	g_l_o|R_i|f_j_a_s_#	g_l_o|r_i|f_i_a_ss_es	0.0	0.0	synthetic
glorifiassions	gloRifjasj§	glorifier	VER	VER			sub:imp:1p;	g_l_o|R_i|f_j_a|s_j_§	g_l_o|r_i|f_i_a|ss_i_ons	0.0	0.0	synthetic
glorifiassent	gloRifjas	glorifier	VER	VER			sub:imp:3p;	g_l_o|R_i|f_j_a_s_#	g_l_o|r_i|f_i_a_ss_ent	0.0	0.0	synthetic
attirâtes	atiRat	attirer	VER	VER			ind:pas:2p;	a|t_i|R_a_t_#	a|tt_i|r_â_t_es	0.0	0.0	synthetic
attire	atiR	attirer	VER	VER			sub:pre:1s;	a|t_i|R_#	a|tt_i|r_e	0.0	0.0	synthetic
attires	atiR	attirer	VER	VER			sub:pre:2s;	a|t_i|R_#	a|tt_i|r_es	0.0	0.0	synthetic
attire	atiR	attirer	VER	VER			sub:pre:3s;	a|t_i|R_#	a|tt_i|r_e	0.0	0.0	synthetic
attirasse	atiRas	attirer	VER	VER			sub:imp:1s;	a|t_i|R_a_s_#	a|tt_i|r_a_ss_e	0.0	0.0	synthetic
attirasses	atiRas	attirer	VER	VER			sub:imp:2s;	a|t_i|R_a_s_#	a|tt_i|r_a_ss_es	0.0	0.0	synthetic
attirassions	atiRasj§	attirer	VER	VER			sub:imp:1p;	a|t_i|R_a|s_j_§	a|tt_i|r_a|ss_i_ons	0.0	0.0	synthetic
attirassent	atiRas	attirer	VER	VER			sub:imp:3p;	a|t_i|R_a_s_#	a|tt_i|r_a_ss_ent	0.0	0.0	synthetic
domiciliées	domisilje	domicilier	VER	VER	f	p	par:pas;	d_o|m_i|s_i|l_j_e	d_o|m_i|c_i|l_i_é_es	0.0	0.0	synthetic
domiciliâtes	domisiljat	domicilier	VER	VER			ind:pas:2p;	d_o|m_i|s_i|l_j_a_t_#	d_o|m_i|c_i|l_i_â_t_es	0.0	0.0	synthetic
domicilie	domisilj	domicilier	VER	VER			sub:pre:1s;	d_o|m_i|s_i|l_j_#	d_o|m_i|c_i|l_i_e	0.0	0.0	synthetic
domicilies	domisilj	domicilier	VER	VER			sub:pre:2s;	d_o|m_i|s_i|l_j_#	d_o|m_i|c_i|l_i_es	0.0	0.0	synthetic
domicilie	domisilj	domicilier	VER	VER			sub:pre:3s;	d_o|m_i|s_i|l_j_#	d_o|m_i|c_i|l_i_e	0.0	0.0	synthetic
domiciliasse	domisiljas	domicilier	VER	VER			sub:imp:1s;	d_o|m_i|s_i|l_j_a_s_#	d_o|m_i|c_i|l_i_a_ss_e	0.0	0.0	synthetic
domiciliasses	domisiljas	domicilier	VER	VER			sub:imp:2s;	d_o|m_i|s_i|l_j_a_s_#	d_o|m_i|c_i|l_i_a_ss_es	0.0	0.0	synthetic
domiciliassions	domisiljasj§	domicilier	VER	VER			sub:imp:1p;	d_o|m_i|s_i|l_j_a|s_j_§	d_o|m_i|c_i|l_i_a|ss_i_ons	0.0	0.0	synthetic
domiciliassent	domisiljas	domicilier	VER	VER			sub:imp:3p;	d_o|m_i|s_i|l_j_a_s_#	d_o|m_i|c_i|l_i_a_ss_ent	0.0	0.0	synthetic
désaccoutumâtes	dezakutymat	désaccoutumer	VER	VER			ind:pas:2p;	d_e|z_a|k_u|t_y|m_a_t_#	d_é|s_a|cc_ou|t_u|m_â_t_es	0.0	0.0	synthetic
désaccoutume	dezakutym	désaccoutumer	VER	VER			sub:pre:1s;	d_e|z_a|k_u|t_y|m_#	d_é|s_a|cc_ou|t_u|m_e	0.0	0.0	synthetic
désaccoutumes	dezakutym	désaccoutumer	VER	VER			sub:pre:2s;	d_e|z_a|k_u|t_y|m_#	d_é|s_a|cc_ou|t_u|m_es	0.0	0.0	synthetic
désaccoutume	dezakutym	désaccoutumer	VER	VER			sub:pre:3s;	d_e|z_a|k_u|t_y|m_#	d_é|s_a|cc_ou|t_u|m_e	0.0	0.0	synthetic
désaccoutumasse	dezakutymas	désaccoutumer	VER	VER			sub:imp:1s;	d_e|z_a|k_u|t_y|m_a_s_#	d_é|s_a|cc_ou|t_u|m_a_ss_e	0.0	0.0	synthetic
désaccoutumasses	dezakutymas	désaccoutumer	VER	VER			sub:imp:2s;	d_e|z_a|k_u|t_y|m_a_s_#	d_é|s_a|cc_ou|t_u|m_a_ss_es	0.0	0.0	synthetic
désaccoutumassions	dezakutymasj§	désaccoutumer	VER	VER			sub:imp:1p;	d_e|z_a|k_u|t_y|m_a|s_j_§	d_é|s_a|cc_ou|t_u|m_a|ss_i_ons	0.0	0.0	synthetic
désaccoutumassent	dezakutymas	désaccoutumer	VER	VER			sub:imp:3p;	d_e|z_a|k_u|t_y|m_a_s_#	d_é|s_a|cc_ou|t_u|m_a_ss_ent	0.0	0.0	synthetic
démocratisés	demOkRatize	démocratiser	VER	VER	m	p	par:pas;	d_e|m_O|k_R_a|t_i|z_e	d_é|m_o|c_r_a|t_i|s_é_s	0.0	0.0	synthetic
démocratisée	demOkRatize	démocratiser	VER	VER	f	s	par:pas;	d_e|m_O|k_R_a|t_i|z_e	d_é|m_o|c_r_a|t_i|s_é_e	0.0	0.0	synthetic
démocratisées	demOkRatize	démocratiser	VER	VER	f	p	par:pas;	d_e|m_O|k_R_a|t_i|z_e	d_é|m_o|c_r_a|t_i|s_é_es	0.0	0.0	synthetic
démocratisâtes	demokRatizat	démocratiser	VER	VER			ind:pas:2p;	d_e|m_o|k_R_a|t_i|z_a_t_#	d_é|m_o|c_r_a|t_i|s_â_t_es	0.0	0.0	synthetic
démocratise	demokRatiz	démocratiser	VER	VER			sub:pre:1s;	d_e|m_o|k_R_a|t_i|z_#	d_é|m_o|c_r_a|t_i|s_e	0.0	0.0	synthetic
démocratises	demokRatiz	démocratiser	VER	VER			sub:pre:2s;	d_e|m_o|k_R_a|t_i|z_#	d_é|m_o|c_r_a|t_i|s_es	0.0	0.0	synthetic
démocratise	demokRatiz	démocratiser	VER	VER			sub:pre:3s;	d_e|m_o|k_R_a|t_i|z_#	d_é|m_o|c_r_a|t_i|s_e	0.0	0.0	synthetic
démocratisasse	demokRatizas	démocratiser	VER	VER			sub:imp:1s;	d_e|m_o|k_R_a|t_i|z_a_s_#	d_é|m_o|c_r_a|t_i|s_a_ss_e	0.0	0.0	synthetic
démocratisasses	demokRatizas	démocratiser	VER	VER			sub:imp:2s;	d_e|m_o|k_R_a|t_i|z_a_s_#	d_é|m_o|c_r_a|t_i|s_a_ss_es	0.0	0.0	synthetic
démocratisassions	demokRatizasj§	démocratiser	VER	VER			sub:imp:1p;	d_e|m_o|k_R_a|t_i|z_a|s_j_§	d_é|m_o|c_r_a|t_i|s_a|ss_i_ons	0.0	0.0	synthetic
démocratisassent	demokRatizas	démocratiser	VER	VER			sub:imp:3p;	d_e|m_o|k_R_a|t_i|z_a_s_#	d_é|m_o|c_r_a|t_i|s_a_ss_ent	0.0	0.0	synthetic
finalisés	finalize	finaliser	VER	VER	m	p	par:pas;	f_i|n_a|l_i|z_e	f_i|n_a|l_i|s_é_s	0.0	0.0	synthetic
finalisée	finalize	finaliser	VER	VER	f	s	par:pas;	f_i|n_a|l_i|z_e	f_i|n_a|l_i|s_é_e	0.0	0.0	synthetic
finalisâtes	finalizat	finaliser	VER	VER			ind:pas:2p;	f_i|n_a|l_i|z_a_t_#	f_i|n_a|l_i|s_â_t_es	0.0	0.0	synthetic
finalise	finaliz	finaliser	VER	VER			sub:pre:1s;	f_i|n_a|l_i|z_#	f_i|n_a|l_i|s_e	0.0	0.0	synthetic
finalises	finaliz	finaliser	VER	VER			sub:pre:2s;	f_i|n_a|l_i|z_#	f_i|n_a|l_i|s_es	0.0	0.0	synthetic
finalise	finaliz	finaliser	VER	VER			sub:pre:3s;	f_i|n_a|l_i|z_#	f_i|n_a|l_i|s_e	0.0	0.0	synthetic
finalisasse	finalizas	finaliser	VER	VER			sub:imp:1s;	f_i|n_a|l_i|z_a_s_#	f_i|n_a|l_i|s_a_ss_e	0.0	0.0	synthetic
finalisasses	finalizas	finaliser	VER	VER			sub:imp:2s;	f_i|n_a|l_i|z_a_s_#	f_i|n_a|l_i|s_a_ss_es	0.0	0.0	synthetic
finalisassions	finalizasj§	finaliser	VER	VER			sub:imp:1p;	f_i|n_a|l_i|z_a|s_j_§	f_i|n_a|l_i|s_a|ss_i_ons	0.0	0.0	synthetic
finalisassent	finalizas	finaliser	VER	VER			sub:imp:3p;	f_i|n_a|l_i|z_a_s_#	f_i|n_a|l_i|s_a_ss_ent	0.0	0.0	synthetic
scribouillâtes	skRibujat	scribouiller	VER	VER			ind:pas:2p;	s_k_R_i|b_u|j_a_t_#	s_c_r_i|b_ou|ill_â_t_es	0.0	0.0	synthetic
scribouille	skRibuj	scribouiller	VER	VER			sub:pre:1s;	s_k_R_i|b_u|j_#	s_c_r_i|b_ou|ill_e	0.0	0.0	synthetic
scribouilles	skRibuj	scribouiller	VER	VER			sub:pre:2s;	s_k_R_i|b_u|j_#	s_c_r_i|b_ou|ill_es	0.0	0.0	synthetic
scribouille	skRibuj	scribouiller	VER	VER			sub:pre:3s;	s_k_R_i|b_u|j_#	s_c_r_i|b_ou|ill_e	0.0	0.0	synthetic
scribouillasse	skRibujas	scribouiller	VER	VER			sub:imp:1s;	s_k_R_i|b_u|j_a_s_#	s_c_r_i|b_ou|ill_a_ss_e	0.0	0.0	synthetic
scribouillasses	skRibujas	scribouiller	VER	VER			sub:imp:2s;	s_k_R_i|b_u|j_a_s_#	s_c_r_i|b_ou|ill_a_ss_es	0.0	0.0	synthetic
scribouillassions	skRibujasj§	scribouiller	VER	VER			sub:imp:1p;	s_k_R_i|b_u|j_a|s_j_§	s_c_r_i|b_ou|ill_a|ss_i_ons	0.0	0.0	synthetic
scribouillassent	skRibujas	scribouiller	VER	VER			sub:imp:3p;	s_k_R_i|b_u|j_a_s_#	s_c_r_i|b_ou|ill_a_ss_ent	0.0	0.0	synthetic
embobinâtes	@bobinat	embobiner	VER	VER			ind:pas:2p;	@|b_o|b_i|n_a_t_#	em|b_o|b_i|n_â_t_es	0.0	0.0	synthetic
embobine	@bobin	embobiner	VER	VER			sub:pre:1s;	@|b_o|b_i|n_#	em|b_o|b_i|n_e	0.0	0.0	synthetic
embobines	@bobin	embobiner	VER	VER			sub:pre:2s;	@|b_o|b_i|n_#	em|b_o|b_i|n_es	0.0	0.0	synthetic
embobine	@bobin	embobiner	VER	VER			sub:pre:3s;	@|b_o|b_i|n_#	em|b_o|b_i|n_e	0.0	0.0	synthetic
embobinasse	@bobinas	embobiner	VER	VER			sub:imp:1s;	@|b_o|b_i|n_a_s_#	em|b_o|b_i|n_a_ss_e	0.0	0.0	synthetic
embobinasses	@bobinas	embobiner	VER	VER			sub:imp:2s;	@|b_o|b_i|n_a_s_#	em|b_o|b_i|n_a_ss_es	0.0	0.0	synthetic
embobinassions	@bobinasj§	embobiner	VER	VER			sub:imp:1p;	@|b_o|b_i|n_a|s_j_§	em|b_o|b_i|n_a|ss_i_ons	0.0	0.0	synthetic
embobinassent	@bobinas	embobiner	VER	VER			sub:imp:3p;	@|b_o|b_i|n_a_s_#	em|b_o|b_i|n_a_ss_ent	0.0	0.0	synthetic
campâtes	k@pat	camper	VER	VER			ind:pas:2p;	k_@|p_a_t_#	c_am|p_â_t_es	0.0	0.0	synthetic
campe	k@p	camper	VER	VER			sub:pre:1s;	k_@|p_#	c_am|p_e	0.0	0.0	synthetic
campes	k@p	camper	VER	VER			sub:pre:2s;	k_@|p_#	c_am|p_es	0.0	0.0	synthetic
campe	k@p	camper	VER	VER			sub:pre:3s;	k_@|p_#	c_am|p_e	0.0	0.0	synthetic
campasse	k@pas	camper	VER	VER			sub:imp:1s;	k_@|p_a_s_#	c_am|p_a_ss_e	0.0	0.0	synthetic
campasses	k@pas	camper	VER	VER			sub:imp:2s;	k_@|p_a_s_#	c_am|p_a_ss_es	0.0	0.0	synthetic
campassions	k@pasj§	camper	VER	VER			sub:imp:1p;	k_@|p_a|s_j_§	c_am|p_a|ss_i_ons	0.0	0.0	synthetic
campassent	k@pas	camper	VER	VER			sub:imp:3p;	k_@|p_a_s_#	c_am|p_a_ss_ent	0.0	0.0	synthetic
héritâtes	eRitat	hériter	VER	VER			ind:pas:2p;	#_e|R_i|t_a_t_#	h_é|r_i|t_â_t_es	0.0	0.0	synthetic
hérite	eRit	hériter	VER	VER			sub:pre:1s;	#_e|R_i|t_#	h_é|r_i|t_e	0.0	0.0	synthetic
hérites	eRit	hériter	VER	VER			sub:pre:2s;	#_e|R_i|t_#	h_é|r_i|t_es	0.0	0.0	synthetic
hérite	eRit	hériter	VER	VER			sub:pre:3s;	#_e|R_i|t_#	h_é|r_i|t_e	0.0	0.0	synthetic
héritasse	eRitas	hériter	VER	VER			sub:imp:1s;	#_e|R_i|t_a_s_#	h_é|r_i|t_a_ss_e	0.0	0.0	synthetic
héritasses	eRitas	hériter	VER	VER			sub:imp:2s;	#_e|R_i|t_a_s_#	h_é|r_i|t_a_ss_es	0.0	0.0	synthetic
héritassions	eRitasj§	hériter	VER	VER			sub:imp:1p;	#_e|R_i|t_a|s_j_§	h_é|r_i|t_a|ss_i_ons	0.0	0.0	synthetic
héritassent	eRitas	hériter	VER	VER			sub:imp:3p;	#_e|R_i|t_a_s_#	h_é|r_i|t_a_ss_ent	0.0	0.0	synthetic
réchappée	ReSape	réchapper	VER	VER	f	s	par:pas;	R_e|S_a|p_e	r_é|ch_a|pp_é_e	0.0	0.0	synthetic
réchappées	ReSape	réchapper	VER	VER	f	p	par:pas;	R_e|S_a|p_e	r_é|ch_a|pp_é_es	0.0	0.0	synthetic
réchappâtes	ReSapat	réchapper	VER	VER			ind:pas:2p;	R_e|S_a|p_a_t_#	r_é|ch_a|pp_â_t_es	0.0	0.0	synthetic
réchappe	ReSap	réchapper	VER	VER			sub:pre:1s;	R_e|S_a|p_#	r_é|ch_a|pp_e	0.0	0.0	synthetic
réchappes	ReSap	réchapper	VER	VER			sub:pre:2s;	R_e|S_a|p_#	r_é|ch_a|pp_es	0.0	0.0	synthetic
réchappe	ReSap	réchapper	VER	VER			sub:pre:3s;	R_e|S_a|p_#	r_é|ch_a|pp_e	0.0	0.0	synthetic
réchappasse	ReSapas	réchapper	VER	VER			sub:imp:1s;	R_e|S_a|p_a_s_#	r_é|ch_a|pp_a_ss_e	0.0	0.0	synthetic
réchappasses	ReSapas	réchapper	VER	VER			sub:imp:2s;	R_e|S_a|p_a_s_#	r_é|ch_a|pp_a_ss_es	0.0	0.0	synthetic
réchappassions	ReSapasj§	réchapper	VER	VER			sub:imp:1p;	R_e|S_a|p_a|s_j_§	r_é|ch_a|pp_a|ss_i_ons	0.0	0.0	synthetic
réchappassent	ReSapas	réchapper	VER	VER			sub:imp:3p;	R_e|S_a|p_a_s_#	r_é|ch_a|pp_a_ss_ent	0.0	0.0	synthetic
abîmâtes	abimat	abîmer	VER	VER			ind:pas:2p;	a|b_i|m_a_t_#	a|b_î|m_â_t_es	0.0	0.0	synthetic
abîme	abim	abîmer	VER	VER			sub:pre:1s;	a|b_i|m_#	a|b_î|m_e	0.0	0.0	synthetic
abîmes	abim	abîmer	VER	VER			sub:pre:2s;	a|b_i|m_#	a|b_î|m_es	0.0	0.0	synthetic
abîme	abim	abîmer	VER	VER			sub:pre:3s;	a|b_i|m_#	a|b_î|m_e	0.0	0.0	synthetic
abîmasse	abimas	abîmer	VER	VER			sub:imp:1s;	a|b_i|m_a_s_#	a|b_î|m_a_ss_e	0.0	0.0	synthetic
abîmasses	abimas	abîmer	VER	VER			sub:imp:2s;	a|b_i|m_a_s_#	a|b_î|m_a_ss_es	0.0	0.0	synthetic
abîmassions	abimasj§	abîmer	VER	VER			sub:imp:1p;	a|b_i|m_a|s_j_§	a|b_î|m_a|ss_i_ons	0.0	0.0	synthetic
abîmassent	abimas	abîmer	VER	VER			sub:imp:3p;	a|b_i|m_a_s_#	a|b_î|m_a_ss_ent	0.0	0.0	synthetic
promulguâtes	pRomylgat	promulguer	VER	VER			ind:pas:2p;	p_R_o|m_y_l|g_a_t_#	p_r_o|m_u_l|gu_â_t_es	0.0	0.0	synthetic
promulgue	pRomylg	promulguer	VER	VER			sub:pre:1s;	p_R_o|m_y_l|g_#	p_r_o|m_u_l|gu_e	0.0	0.0	synthetic
promulgues	pRomylg	promulguer	VER	VER			sub:pre:2s;	p_R_o|m_y_l|g_#	p_r_o|m_u_l|gu_es	0.0	0.0	synthetic
promulgue	pRomylg	promulguer	VER	VER			sub:pre:3s;	p_R_o|m_y_l|g_#	p_r_o|m_u_l|gu_e	0.0	0.0	synthetic
promulguasse	pRomylgas	promulguer	VER	VER			sub:imp:1s;	p_R_o|m_y_l|g_a_s_#	p_r_o|m_u_l|gu_a_ss_e	0.0	0.0	synthetic
promulguasses	pRomylgas	promulguer	VER	VER			sub:imp:2s;	p_R_o|m_y_l|g_a_s_#	p_r_o|m_u_l|gu_a_ss_es	0.0	0.0	synthetic
promulguassions	pRomylgasj§	promulguer	VER	VER			sub:imp:1p;	p_R_o|m_y_l|g_a|s_j_§	p_r_o|m_u_l|gu_a|ss_i_ons	0.0	0.0	synthetic
promulguassent	pRomylgas	promulguer	VER	VER			sub:imp:3p;	p_R_o|m_y_l|g_a_s_#	p_r_o|m_u_l|gu_a_ss_ent	0.0	0.0	synthetic
murâtes	myRat	murer	VER	VER			ind:pas:2p;	m_y|R_a_t_#	m_u|r_â_t_es	0.0	0.0	synthetic
mure	myR	murer	VER	VER			sub:pre:1s;	m_y|R_#	m_u|r_e	0.0	0.0	synthetic
mures	myR	murer	VER	VER			sub:pre:2s;	m_y|R_#	m_u|r_es	0.0	0.0	synthetic
mure	myR	murer	VER	VER			sub:pre:3s;	m_y|R_#	m_u|r_e	0.0	0.0	synthetic
murasse	myRas	murer	VER	VER			sub:imp:1s;	m_y|R_a_s_#	m_u|r_a_ss_e	0.0	0.0	synthetic
murasses	myRas	murer	VER	VER			sub:imp:2s;	m_y|R_a_s_#	m_u|r_a_ss_es	0.0	0.0	synthetic
murassions	myRasj§	murer	VER	VER			sub:imp:1p;	m_y|R_a|s_j_§	m_u|r_a|ss_i_ons	0.0	0.0	synthetic
murassent	myRas	murer	VER	VER			sub:imp:3p;	m_y|R_a_s_#	m_u|r_a_ss_ent	0.0	0.0	synthetic
stéréotypâtes	steReOtipat	stéréotyper	VER	VER			ind:pas:2p;	s_t_e|R_e|O|t_i|p_a_t_#	s_t_é|r_é|o|t_y|p_â_t_es	0.0	0.0	synthetic
stéréotype	steReOtip	stéréotyper	VER	VER			sub:pre:1s;	s_t_e|R_e|O|t_i|p_#	s_t_é|r_é|o|t_y|p_e	0.0	0.0	synthetic
stéréotypes	steReOtip	stéréotyper	VER	VER			sub:pre:2s;	s_t_e|R_e|O|t_i|p_#	s_t_é|r_é|o|t_y|p_es	0.0	0.0	synthetic
stéréotype	steReOtip	stéréotyper	VER	VER			sub:pre:3s;	s_t_e|R_e|O|t_i|p_#	s_t_é|r_é|o|t_y|p_e	0.0	0.0	synthetic
stéréotypasse	steReOtipas	stéréotyper	VER	VER			sub:imp:1s;	s_t_e|R_e|O|t_i|p_a_s_#	s_t_é|r_é|o|t_y|p_a_ss_e	0.0	0.0	synthetic
stéréotypasses	steReOtipas	stéréotyper	VER	VER			sub:imp:2s;	s_t_e|R_e|O|t_i|p_a_s_#	s_t_é|r_é|o|t_y|p_a_ss_es	0.0	0.0	synthetic
stéréotypassions	steReOtipasj§	stéréotyper	VER	VER			sub:imp:1p;	s_t_e|R_e|O|t_i|p_a|s_j_§	s_t_é|r_é|o|t_y|p_a|ss_i_ons	0.0	0.0	synthetic
stéréotypassent	steReOtipas	stéréotyper	VER	VER			sub:imp:3p;	s_t_e|R_e|O|t_i|p_a_s_#	s_t_é|r_é|o|t_y|p_a_ss_ent	0.0	0.0	synthetic
remeublés	R°m9ble	remeubler	VER	VER	m	p	par:pas;	R_°|m_9|b_l_e	r_e|m_eu|b_l_é_s	0.0	0.0	synthetic
remeublée	R°m9ble	remeubler	VER	VER	f	s	par:pas;	R_°|m_9|b_l_e	r_e|m_eu|b_l_é_e	0.0	0.0	synthetic
remeublées	R°m9ble	remeubler	VER	VER	f	p	par:pas;	R_°|m_9|b_l_e	r_e|m_eu|b_l_é_es	0.0	0.0	synthetic
juxtaposé	Zykstapoze	juxtaposer	VER	VER	m	s	par:pas;	Z_y|ks_t_a|p_o|z_e	j_u|x_t_a|p_o|s_é	0.0	0.0	synthetic
juxtaposée	Zykstapoze	juxtaposer	VER	VER	f	s	par:pas;	Z_y|ks_t_a|p_o|z_e	j_u|x_t_a|p_o|s_é_e	0.0	0.0	synthetic
juxtaposâtes	Zykstapozat	juxtaposer	VER	VER			ind:pas:2p;	Z_y|ks_t_a|p_o|z_a_t_#	j_u|x_t_a|p_o|s_â_t_es	0.0	0.0	synthetic
juxtapose	Zykstapoz	juxtaposer	VER	VER			sub:pre:1s;	Z_y|ks_t_a|p_o|z_#	j_u|x_t_a|p_o|s_e	0.0	0.0	synthetic
juxtaposes	Zykstapoz	juxtaposer	VER	VER			sub:pre:2s;	Z_y|ks_t_a|p_o|z_#	j_u|x_t_a|p_o|s_es	0.0	0.0	synthetic
juxtapose	Zykstapoz	juxtaposer	VER	VER			sub:pre:3s;	Z_y|ks_t_a|p_o|z_#	j_u|x_t_a|p_o|s_e	0.0	0.0	synthetic
juxtaposasse	Zykstapozas	juxtaposer	VER	VER			sub:imp:1s;	Z_y|ks_t_a|p_o|z_a_s_#	j_u|x_t_a|p_o|s_a_ss_e	0.0	0.0	synthetic
juxtaposasses	Zykstapozas	juxtaposer	VER	VER			sub:imp:2s;	Z_y|ks_t_a|p_o|z_a_s_#	j_u|x_t_a|p_o|s_a_ss_es	0.0	0.0	synthetic
juxtaposassions	Zykstapozasj§	juxtaposer	VER	VER			sub:imp:1p;	Z_y|ks_t_a|p_o|z_a|s_j_§	j_u|x_t_a|p_o|s_a|ss_i_ons	0.0	0.0	synthetic
